Question_ID,Question_Version,Level,Topic_Code,LO_ID,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Answer_Explanation,Probe_Type,TLG_Key_Idea_Ref,Alternative_Conception_Ref,Diagnostic_Use,Review_Status,Source_Note,Teacher_Notes,Times_Used,Last_Used,Created_Date,Approved_Date,Approved_By
P5_SYS_ELEC_C02_Q03,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-C02,A pupil connects both sides of a bulb back to the same terminal of a battery. Why will the bulb not light?,There is no complete path connecting the two battery terminals through the bulb.,Current can flow out of one terminal and return to the same terminal without a complete circuit.,The bulb can light only if it touches the battery casing.,A battery has only one terminal.,A,A complete circuit must connect the two battery terminals through conducting components.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C02_Q04,3,P5,P5-SYS-ELEC,P5-SYS-ELEC-C02,"A working bulb and battery are connected in a circuit, but the bulb does not light because the switch is open. Which change will make the bulb light?",Add another gap in a wire.,Close the switch so the circuit is complete.,Disconnect the battery.,Replace a metal wire with a plastic strip.,B,Closing the switch completes the circuit and allows current to flow.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C03_Q01,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-C03,Which material is usually an electrical conductor?,Rubber,Plastic,Copper,Dry wood,C,Copper is a metal and conducts electric current.,Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C03_Q02,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-C03,Why are metal wires often covered with plastic?,Plastic makes the metal conduct more strongly.,Metal is an insulator and plastic is the conductor.,Plastic supplies electrical energy to the wire.,The metal conducts current while the plastic insulates and reduces the risk of electric shock.,D,The metal core conducts; the plastic coating is an insulator.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C03_Q03,3,P5,P5-SYS-ELEC,P5-SYS-ELEC-C03,A pupil puts each item into a simple circuit. Which item is most likely to allow current to flow?,A metal spoon,A plastic ruler,A wooden ice-cream stick,A rubber band,A,"Metals such as the spoon are electrical conductors. Plastic, wood and rubber are electrical insulators.",Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C03_Q04,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-C03,A gap in a circuit is bridged with four objects. Which object is most likely to make the bulb light?,A plastic straw,A steel paper clip,A rubber band,A wooden craft stick,B,Steel is a conductor and can complete the conducting path.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_P01_Q01,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-P01,"A circuit diagram shows one battery, one closed switch and one bulb connected in a single complete loop. What should a pupil build?",Connect all components but leave one wire unattached.,Connect both bulb terminals to the same side of the battery only.,"Connect the battery, switch and bulb with wires so there is one complete closed path.",Place the components near each other without connecting wires.,C,Constructing from a circuit diagram requires matching the components and their connections.,Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_P01_Q02,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-P01,"A pupil builds a circuit from a diagram but the bulb does not light. The diagram shows a closed loop, while the pupil left one wire disconnected. What is the best correction?",Remove the battery.,Open the switch.,Replace all wires with plastic strips.,Connect the loose wire to complete the path shown in the diagram.,D,The built circuit must match the complete connections shown in the diagram.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_P01_Q03,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-P01,A pupil thinks the physical positions of components must look exactly like the symbols on a circuit diagram. Which idea is more important?,The electrical connections between components must match the diagram.,Every component must be placed at the same angle as the symbol.,The circuit works only if drawn on paper first.,Component positions matter more than whether the path is complete.,A,"Circuit diagrams represent how components are connected, not their exact physical layout.",Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_P02_Q01,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-P02,"In a circuit with one bulb, what usually happens to the bulb when another battery is added in series?",The bulb becomes dimmer.,The bulb becomes brighter.,The bulb must go out.,The bulb brightness cannot change with the number of batteries.,B,Adding batteries in series increases the effect on current and typically makes the bulb brighter.,Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_P02_Q02,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-P02,"Two identical bulbs are connected in series to the same battery. Compared with one bulb alone, how will the bulbs usually appear?",Each bulb will be brighter.,Only one bulb can light.,Each bulb will be dimmer.,Their brightness must be unchanged.,C,Adding bulbs in series reduces the current in the circuit and the bulbs become dimmer.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_P02_Q03,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-P02,Two identical bulbs are connected in parallel. One bulb is removed while the other branch remains complete. What happens to the remaining bulb?,It must go out because every bulb depends on the other branch.,It becomes an open circuit even though its branch is complete.,The battery stops supplying energy immediately.,It stays lit because its branch is still a complete path.,D,"Parallel branches provide separate complete paths, so one branch can continue to work if another is opened.",Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P6_ENE_PHOTO_C01_Q01,2,P6,P6-ENE-PHOTO,P6-ENE-PHOTO-C01,Why do living things carry out respiration?,To release energy from food for life processes.,To make food directly from light.,To change oxygen into food.,To stop cells from using energy.,A,Respiration releases energy from food so living things can carry out life processes.,Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P6_ENE_PHOTO_C01_Q02,2,P6,P6-ENE-PHOTO,P6-ENE-PHOTO-C01,A growing seedling needs energy for growth even before it has many leaves. Which process releases energy from its stored food?,Pollination,Respiration,Condensation,Photosynthesis only,B,Respiration releases energy from food for growth and other life processes.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P6_ENE_PHOTO_C01_Q03,2,P6,P6-ENE-PHOTO,P6-ENE-PHOTO-C01,A pupil says plants respire only at night. Which statement is correct?,Plants respire only when there is no light.,Plants never respire because they photosynthesise.,Plants respire all the time because their living cells need energy continuously.,Respiration happens only in animals.,C,Respiration occurs continuously in living plant cells; photosynthesis depends on light.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P6_ENE_PHOTO_C01_Q04,2,P6,P6-ENE-PHOTO,P6-ENE-PHOTO-C01,Which activity directly depends on energy released by respiration?,The formation of a shadow,The freezing of water at 0°C,The attraction between two magnets,Growth and repair of living cells,D,Life processes such as growth and repair require energy released from food by respiration.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
